13330 13841
264 6879 6368
264 9197 8686
264 9211 8700
264 9849 9338
264 10118 9607
264 10214 9703
264 10215 9704
264 10289 9778
264 10402 9891
264 10451 9940
264 10461 9950
264 10482 9971
264 10497 9986
264 10799 10288
264 11029 10518
264 11314 10803
264 12294 11783
264 12305 11794
264 12437 11926
264 12656 12145
264 12716 12205
264 12845 12334
264 13647 13136
265 844 333
265 851 340
265 860 349
265 1012 501
265 1514 1003
265 1517 1006
265 1854 1343
265 2038 1527
265 2174 1663
265 2187 1676
265 2188 1677
265 2189 1678
265 2389 1878
265 2519 2008
265 3016 2505
265 3027 2516
265 3038 2527
265 3062 2551
265 3253 2742
265 3556 3045
265 3955 3444
265 3963 3452
265 4252 3741
265 4640 4129
265 4961 4450
265 5051 4540
265 5332 4821
265 5975 5464
265 6009 5498
265 6046 5535
265 6068 5557
265 6559 6048
265 7560 7049
265 7800 7289
265 7845 7334
265 8506 7995
265 8509 7998
265 8517 8006
265 9357 8846
265 9868 9357
265 11111 10600
265 11140 10629
265 11727 11216
265 11728 11217
265 12056 11545
265 12438 11927
265 12691 12180
265 12696 12185
265 12887 12376
265 12917 12406
265 12990 12479
265 13451 12940
266 774 263
266 785 274
266 792 281
266 797 286
266 799 288
266 800 289
266 810 299
266 1028 517
266 1520 1009
266 2388 1877
266 2771 2260
266 3031 2520
266 3335 2824
266 3515 3004
266 3787 3276
266 3937 3426
266 4054 3543
266 4611 4100
266 4670 4159
266 4674 4163
266 4726 4215
266 5357 4846
266 6019 5508
266 6058 5547
266 6297 5786
266 6330 5819
266 6630 6119
266 6631 6120
266 6632 6121
266 6645 6134
266 7843 7332
266 8383 7872
266 9086 8575
266 9106 8595
266 9770 9259
266 10174 9663
266 10460 9949
266 10647 10136
266 11189 10678
266 11313 10802
266 11560 11049
266 11563 11052
266 11775 11264
266 12254 11743
266 12876 12365
266 13009 12498
266 13056 12545
266 13249 12738
266 13363 12852
266 13445 12934
266 13446 12935
266 13625 13114
267 837 326
267 1229 718
267 1369 858
267 2565 2054
267 2584 2073
267 2588 2077
267 3033 2522
267 3034 2523
267 3088 2577
267 3090 2579
267 3336 2825
267 3615 3104
267 3776 3265
267 3850 3339
267 4017 3506
267 4234 3723
267 4320 3809
267 4440 3929
267 4444 3933
267 4445 3934
267 4732 4221
267 5035 4524
267 5281 4770
267 5286 4775
267 5291 4780
267 5292 4781
267 5295 4784
267 5299 4788
267 5300 4789
267 5540 5029
267 5557 5046
267 5563 5052
267 5981 5470
267 6104 5593
267 6888 6377
267 8327 7816
267 8328 7817
267 8804 8293
267 9092 8581
267 9200 8689
267 9201 8690
267 9594 9083
267 10371 9860
267 10454 9943
267 10909 10398
267 12159 11648
267 12580 12069
267 12672 12161
267 13111 12600
267 13477 12966
267 13554 13043
267 13649 13138
268 769 258
268 1223 712
268 2499 1988
268 2531 2020
268 2823 2312
268 2897 2386
268 2898 2387
268 2942 2431
268 3022 2511
268 3024 2513
268 3025 2514
268 3026 2515
268 3029 2518
268 3035 2524
268 3133 2622
268 3479 2968
268 3597 3086
268 3741 3230
268 4154 3643
268 4188 3677
268 4916 4405
268 4944 4433
268 5788 5277
268 6140 5629
268 6222 5711
268 6556 6045
268 6557 6046
268 6811 6300
268 6889 6378
268 6928 6417
268 7158 6647
268 7385 6874
268 7448 6937
268 7577 7066
268 7664 7153
268 7798 7287
268 8732 8221
268 9734 9223
268 9739 9228
268 9740 9229
268 9741 9230
268 9743 9232
268 9744 9233
268 9745 9234
268 10112 9601
268 10569 10058
268 11237 10726
268 11575 11064
268 12067 11556
268 12609 12098
268 13110 12599
268 13470 12959
269 981 470
269 1531 1020
269 1849 1338
269 3814 3303
269 5026 4515
269 5151 4640
269 5460 4949
269 5534 5023
269 5545 5034
269 5546 5035
269 5689 5178
269 5892 5381
269 6012 5501
269 6540 6029
269 6554 6043
269 6635 6124
269 6772 6261
269 7285 6774
269 7301 6790
269 7602 7091
269 7608 7097
269 8407 7896
269 8408 7897
269 8731 8220
269 9091 8580
269 9550 9039
269 9727 9216
269 9947 9436
269 10261 9750
269 10383 9872
269 10459 9948
269 11316 10805
269 11764 11253
269 11777 11266
269 11821 11310
269 11958 11447
269 12105 11594
269 12238 11727
269 13029 12518
269 13072 12561
269 13209 12698
269 13432 12921
269 13433 12922
269 13435 12924
269 13436 12925
269 13438 12927
269 13439 12928
269 13440 12929
269 13441 12930
269 13443 12932
269 13455 12944
269 13462 12951
270 660 149
270 1870 1359
270 1873 1362
270 1874 1363
270 2466 1955
270 2467 1956
270 2470 1959
270 2526 2015
270 3218 2707
270 3507 2996
270 4059 3548
270 4441 3930
270 4560 4049
270 5129 4618
270 5130 4619
270 5132 4621
270 5285 4774
270 5537 5026
270 5542 5031
270 5576 5065
270 5578 5067
270 6135 5624
270 6141 5630
270 6777 6266
270 6778 6267
270 8833 8322
270 8834 8323
270 8835 8324
270 8848 8337
270 9351 8840
270 9733 9222
270 9735 9224
270 9742 9231
270 9785 9274
270 9854 9343
270 11243 10732
270 11357 10846
270 11922 11411
270 11937 11426
270 13112 12601
270 13115 12604
270 13117 12606
270 13163 12652
270 13165 12654
270 13166 12655
270 13167 12656
270 13171 12660
270 13172 12661
270 13174 12663
270 13175 12664
270 13555 13044
270 13556 13045
271 1185 674
271 1594 1083
271 1908 1397
271 1910 1399
271 1929 1418
271 2032 1521
271 2246 1735
271 2306 1795
271 3097 2586
271 3722 3211
271 4422 3911
271 4750 4239
271 4869 4358
271 4977 4466
271 5005 4494
271 5441 4930
271 5442 4931
271 6357 5846
271 6414 5903
271 6503 5992
271 7630 7119
271 8358 7847
271 8359 7848
271 8808 8297
271 8809 8298
271 9104 8593
271 9196 8685
271 9769 9258
271 10146 9635
271 10198 9687
271 10324 9813
271 10591 10080
271 11193 10682
271 11399 10888
271 11624 11113
271 11700 11189
271 11709 11198
271 11733 11222
271 12000 11489
271 12135 11624
271 12608 12097
271 12610 12099
271 12612 12101
271 12614 12103
271 12615 12104
271 12617 12106
271 12618 12107
271 12622 12111
271 12623 12112
271 12728 12217
271 12785 12274
271 12910 12399
271 13584 13073
272 593 82
272 696 185
272 843 332
272 1362 851
272 1604 1093
272 2000 1489
272 2242 1731
272 2243 1732
272 2247 1736
272 2263 1752
272 2393 1882
272 2599 2088
272 3163 2652
272 3307 2796
272 3811 3300
272 4237 3726
272 5089 4578
272 5155 4644
272 5345 4834
272 5516 5005
272 5720 5209
272 5885 5374
272 6592 6081
272 7558 7047
272 7711 7200
272 8386 7875
272 8406 7895
272 9203 8692
272 9862 9351
272 10048 9537
272 10201 9690
272 10255 9744
272 10543 10032
272 11184 10673
272 11805 11294
272 11896 11385
272 11897 11386
272 11898 11387
272 11900 11389
272 11903 11392
272 11904 11393
272 11905 11394
272 11907 11396
272 12031 11520
272 12136 11625
272 12147 11636
272 12568 12057
272 12569 12058
272 12766 12255
272 12776 12265
272 13575 13064
272 13636 13125
273 580 69
273 622 111
273 917 406
273 1191 680
273 1564 1053
273 1567 1056
273 1570 1059
273 1904 1393
273 2337 1826
273 2338 1827
273 2341 1830
273 2343 1832
273 2966 2455
273 3161 2650
273 3322 2811
273 3325 2814
273 3351 2840
273 3354 2843
273 3419 2908
273 3420 2909
273 3461 2950
273 3876 3365
273 4018 3507
273 4094 3583
273 4466 3955
273 4834 4323
273 4951 4440
273 6251 5740
273 6786 6275
273 8148 7637
273 8274 7763
273 9090 8579
273 9841 9330
273 9843 9332
273 9848 9337
273 9878 9367
273 10170 9659
273 10205 9694
273 10310 9799
273 10717 10206
273 10941 10430
273 11041 10530
273 11901 11390
273 12062 11551
273 12435 11924
273 12436 11925
273 13021 12510
273 13230 12719
273 13234 12723
273 13276 12765
273 13701 13190
273 13702 13191
274 1653 1142
274 1842 1331
274 1990 1479
274 2022 1511
274 3402 2891
274 3938 3427
274 4585 4074
274 4627 4116
274 4631 4120
274 4867 4356
274 4880 4369
274 4925 4414
274 5597 5086
274 5707 5196
274 5739 5228
274 5740 5229
274 5741 5230
274 5971 5460
274 6248 5737
274 6284 5773
274 6456 5945
274 6458 5947
274 6521 6010
274 7119 6608
274 7523 7012
274 7531 7020
274 7892 7381
274 8102 7591
274 8315 7804
274 8435 7924
274 8582 8071
274 8895 8384
274 8974 8463
274 9699 9188
274 9840 9329
274 9850 9339
274 9870 9359
274 10802 10291
274 11169 10658
274 11170 10659
274 11209 10698
274 11559 11048
274 11660 11149
274 11685 11174
274 12020 11509
274 12387 11876
274 12429 11918
274 12789 12278
274 13006 12495
274 13232 12721
274 13692 13181
274 13703 13192
275 750 239
275 1186 675
275 1238 727
275 1244 733
275 1882 1371
275 1927 1416
275 1946 1435
275 1949 1438
275 2392 1881
275 2497 1986
275 2507 1996
275 2789 2278
275 2805 2294
275 3153 2642
275 3417 2906
275 3848 3337
275 3918 3407
275 4372 3861
275 4638 4127
275 5126 4615
275 5268 4757
275 5342 4831
275 5697 5186
275 6249 5738
275 6871 6360
275 6977 6466
275 7579 7068
275 7717 7206
275 8163 7652
275 8165 7654
275 8581 8070
275 8583 8072
275 8832 8321
275 9001 8490
275 9637 9126
275 10237 9726
275 10578 10067
275 10957 10446
275 11615 11104
275 11642 11131
275 11644 11133
275 11703 11192
275 11704 11193
275 11725 11214
275 12063 11552
275 12834 12323
275 12937 12426
275 12986 12475
275 13041 12530
275 13164 12653
275 13614 13103
275 13676 13165
276 790 279
276 801 290
276 1326 815
276 1678 1167
276 1724 1213
276 1922 1411
276 2080 1569
276 2483 1972
276 3248 2737
276 3310 2799
276 3385 2874
276 3416 2905
276 3475 2964
276 3509 2998
276 3923 3412
276 4222 3711
276 4378 3867
276 4648 4137
276 4831 4320
276 4992 4481
276 5284 4773
276 5385 4874
276 5454 4943
276 5626 5115
276 6011 5500
276 6321 5810
276 6504 5993
276 6522 6011
276 6847 6336
276 6979 6468
276 7399 6888
276 7400 6889
276 7794 7283
276 7840 7329
276 7863 7352
276 7865 7354
276 7895 7384
276 8096 7585
276 8239 7728
276 8272 7761
276 9547 9036
276 10748 10237
276 10918 10407
276 11101 10590
276 11104 10593
276 11173 10662
276 11698 11187
276 12288 11777
276 12881 12370
276 12994 12483
276 13303 12792
276 13481 12970
277 597 86
277 791 280
277 1033 522
277 1938 1427
277 2023 1512
277 2231 1720
277 2378 1867
277 2381 1870
277 2503 1992
277 3030 2519
277 3208 2697
277 3236 2725
277 3992 3481
277 4592 4081
277 4701 4190
277 4954 4443
277 5182 4671
277 5547 5036
277 5762 5251
277 5879 5368
277 6057 5546
277 6941 6430
277 7042 6531
277 7206 6695
277 7690 7179
277 7744 7233
277 7797 7286
277 8032 7521
277 8289 7778
277 8339 7828
277 9555 9044
277 9700 9189
277 9875 9364
277 10275 9764
277 10330 9819
277 10744 10233
277 10912 10401
277 10947 10436
277 11016 10505
277 11078 10567
277 11084 10573
277 11166 10655
277 11190 10679
277 11895 11384
277 12206 11695
277 12263 11752
277 12450 11939
277 12599 12088
277 12684 12173
277 12886 12375
277 12914 12403
277 13480 12969
278 585 74
278 596 85
278 694 183
278 811 300
278 812 301
278 1121 610
278 1625 1114
278 1991 1480
278 2295 1784
278 2411 1900
278 3108 2597
278 3308 2797
278 3630 3119
278 3742 3231
278 3831 3320
278 3959 3448
278 4160 3649
278 4315 3804
278 4612 4101
278 4692 4181
278 5338 4827
278 5942 5431
278 5970 5459
278 5973 5462
278 6313 5802
278 6501 5990
278 7164 6653
278 7422 6911
278 7804 7293
278 7894 7383
278 8125 7614
278 8265 7754
278 8267 7756
278 8268 7757
278 9094 8583
278 9095 8584
278 9142 8631
278 9427 8916
278 10443 9932
278 10445 9934
278 10584 10073
278 10737 10226
278 11073 10562
278 11134 10623
278 11772 11261
278 11872 11361
278 12418 11907
278 12525 12014
278 12604 12093
278 13567 13056
278 13648 13137
278 13726 13215
279 771 260
279 1932 1421
279 2137 1626
279 2530 2019
279 3521 3010
279 3612 3101
279 3650 3139
279 4080 3569
279 4081 3570
279 4321 3810
279 4571 4060
279 4736 4225
279 4881 4370
279 4882 4371
279 5564 5053
279 5698 5187
279 5699 5188
279 6194 5683
279 6220 5709
279 6221 5710
279 6224 5713
279 6233 5722
279 6235 5724
279 6875 6364
279 6876 6365
279 7230 6719
279 7656 7145
279 7689 7178
279 8776 8265
279 8825 8314
279 8831 8320
279 8840 8329
279 9632 9121
279 10090 9579
279 10580 10069
279 10959 10448
279 10960 10449
279 11283 10772
279 11616 11105
279 12503 11992
279 12504 11993
279 12523 12012
279 12548 12037
279 12602 12091
279 12816 12305
279 12835 12324
279 13184 12673
279 13185 12674
279 13186 12675
279 13189 12678
279 13450 12939
279 13452 12941
280 667 156
280 693 182
280 779 268
280 1246 735
280 1606 1095
280 1607 1096
280 2391 1880
280 2428 1917
280 2532 2021
280 2533 2022
280 2709 2198
280 2735 2224
280 4142 3631
280 4730 4219
280 4741 4230
280 4742 4231
280 4746 4235
280 4748 4237
280 4751 4240
