13330 13841
264 8059 7548
264 8458 7947
264 8524 8013
264 8770 8259
264 8846 8335
264 8847 8336
264 8993 8482
264 9025 8514
264 10581 10070
264 11129 10618
264 11672 11161
264 11892 11381
264 12078 11567
264 12235 11724
264 12346 11835
264 12353 11842
264 12365 11854
264 12499 11988
264 12500 11989
264 12554 12043
264 12564 12053
264 12689 12178
264 12948 12437
264 13675 13164
265 1711 1200
265 1854 1343
265 1855 1344
265 1996 1485
265 2299 1788
265 2432 1921
265 3063 2552
265 3132 2621
265 3134 2623
265 3136 2625
265 3141 2630
265 3142 2631
265 3146 2635
265 3151 2640
265 3154 2643
265 3290 2779
265 3330 2819
265 3594 3083
265 3787 3276
265 4360 3849
265 4362 3851
265 4594 4083
265 4815 4304
265 4816 4305
265 5386 4875
265 5387 4876
265 5388 4877
265 5389 4878
265 5503 4992
265 5635 5124
265 6102 5591
265 6797 6286
265 7997 7486
265 8191 7680
265 8192 7681
265 8251 7740
265 9115 8604
265 9335 8824
265 9366 8855
265 11269 10758
265 11314 10803
265 11393 10882
265 11425 10914
265 11427 10916
265 11976 11465
265 12282 11771
265 12343 11832
265 12344 11833
265 12356 11845
265 12488 11977
265 12868 12357
265 13027 12516
266 1347 836
266 1527 1016
266 1540 1029
266 1557 1046
266 1610 1099
266 3167 2656
266 3484 2973
266 3661 3150
266 3846 3335
266 3847 3336
266 3924 3413
266 4318 3807
266 5398 4887
266 5574 5063
266 5834 5323
266 6333 5822
266 6634 6123
266 7180 6669
266 7185 6674
266 7186 6675
266 7193 6682
266 7195 6684
266 7622 7111
266 7859 7348
266 9150 8639
266 9224 8713
266 9225 8714
266 9328 8817
266 9558 9047
266 10102 9591
266 10144 9633
266 10487 9976
266 10691 10180
266 10780 10269
266 10781 10270
266 10786 10275
266 11234 10723
266 11242 10731
266 11245 10734
266 11366 10855
266 11476 10965
266 11779 11268
266 11840 11329
266 12698 12187
266 12968 12457
266 12993 12482
266 13085 12574
266 13437 12926
266 13522 13011
266 13588 13077
266 13620 13109
266 13622 13111
267 587 76
267 2105 1594
267 2213 1702
267 2362 1851
267 2521 2010
267 2776 2265
267 2806 2295
267 2808 2297
267 2889 2378
267 3147 2636
267 3267 2756
267 3316 2805
267 3395 2884
267 3590 3079
267 3659 3148
267 3660 3149
267 3927 3416
267 4011 3500
267 4130 3619
267 4132 3621
267 4133 3622
267 4176 3665
267 4212 3701
267 5897 5386
267 5898 5387
267 5900 5389
267 7183 6672
267 7476 6965
267 7478 6967
267 7713 7202
267 8859 8348
267 9607 9096
267 9612 9101
267 10279 9768
267 10280 9769
267 10764 10253
267 10837 10326
267 11050 10539
267 11060 10549
267 11064 10553
267 11065 10554
267 11446 10935
267 11447 10936
267 11585 11074
267 11671 11160
267 11731 11220
267 12077 11566
267 12236 11725
267 12573 12062
267 12879 12368
267 12928 12417
267 13204 12693
268 2040 1529
268 2357 1846
268 2359 1848
268 2638 2127
268 2714 2203
268 2724 2213
268 3114 2603
268 3273 2762
268 3276 2765
268 3903 3392
268 3906 3395
268 3911 3400
268 3928 3417
268 4009 3498
268 4177 3666
268 4294 3783
268 5143 4632
268 5164 4653
268 5193 4682
268 5396 4885
268 5526 5015
268 6054 5543
268 6690 6179
268 6765 6254
268 7196 6685
268 8254 7743
268 8872 8361
268 9222 8711
268 9487 8976
268 10120 9609
268 10517 10006
268 10762 10251
268 10765 10254
268 10766 10255
268 10945 10434
268 11057 10546
268 11058 10547
268 11297 10786
268 11300 10789
268 11592 11081
268 11912 11401
268 12074 11563
268 12390 11879
268 12438 11927
268 12643 12132
268 12663 12152
268 12858 12347
268 12909 12398
268 13073 12562
268 13221 12710
268 13373 12862
268 13389 12878
269 1547 1036
269 2439 1928
269 2441 1930
269 2446 1935
269 2447 1936
269 2758 2247
269 3138 2627
269 3148 2637
269 3539 3028
269 3720 3209
269 3754 3243
269 3756 3245
269 4178 3667
269 4513 4002
269 5374 4863
269 5666 5155
269 5787 5276
269 5792 5281
269 5821 5310
269 6359 5848
269 6450 5939
269 6465 5954
269 6466 5955
269 6628 6117
269 6684 6173
269 7181 6670
269 7182 6671
269 7652 7141
269 7867 7356
269 7916 7405
269 8244 7733
269 8427 7916
269 8428 7917
269 8429 7918
269 8855 8344
269 9006 8495
269 9569 9058
269 10760 10249
269 10782 10271
269 10969 10458
269 11015 10504
269 11051 10540
269 11219 10708
269 11458 10947
269 12345 11834
269 12354 11843
269 12363 11852
269 12369 11858
269 12370 11859
269 12983 12472
269 13259 12748
269 13382 12871
270 1309 798
270 1330 819
270 1469 958
270 1587 1076
270 1595 1084
270 1635 1124
270 2471 1960
270 2924 2413
270 3031 2520
270 3079 2568
270 3117 2606
270 3258 2747
270 3311 2800
270 3491 2980
270 3705 3194
270 3959 3448
270 4179 3668
270 4346 3835
270 4474 3963
270 5249 4738
270 5251 4740
270 5390 4879
270 5754 5243
270 6171 5660
270 6531 6020
270 6573 6062
270 7039 6528
270 7190 6679
270 7197 6686
270 7198 6687
270 7200 6689
270 7295 6784
270 7861 7350
270 7960 7449
270 8091 7580
270 8525 8014
270 9233 8722
270 9552 9041
270 9940 9429
270 10761 10250
270 11062 10551
270 11287 10776
270 11843 11332
270 12119 11608
270 12132 11621
270 12190 11679
270 12228 11717
270 12675 12164
270 13146 12635
270 13147 12636
270 13638 13127
270 13667 13156
271 908 397
271 1243 732
271 1376 865
271 2103 1592
271 2200 1689
271 2895 2384
271 3017 2506
271 3387 2876
271 3747 3236
271 3878 3367
271 4418 3907
271 4446 3935
271 5110 4599
271 5675 5164
271 5886 5375
271 6086 5575
271 6088 5577
271 6090 5579
271 6107 5596
271 6116 5605
271 6156 5645
271 6310 5799
271 6421 5910
271 7043 6532
271 7661 7150
271 7841 7330
271 7848 7337
271 7928 7417
271 7931 7420
271 7932 7421
271 8671 8160
271 9523 9012
271 9645 9134
271 9795 9284
271 10058 9547
271 10061 9550
271 10277 9766
271 10628 10117
271 11139 10628
271 11226 10715
271 11367 10856
271 11465 10954
271 11468 10957
271 11474 10963
271 11475 10964
271 12677 12166
271 12679 12168
271 12685 12174
271 12686 12175
271 12944 12433
271 13008 12497
271 13396 12885
271 13728 13217
272 691 180
272 942 431
272 1947 1436
272 2045 1534
272 2175 1664
272 2176 1665
272 2720 2209
272 2722 2211
272 3246 2735
272 3634 3123
272 3641 3130
272 3792 3281
272 3795 3284
272 4314 3803
272 4371 3860
272 4442 3931
272 5114 4603
272 5207 4696
272 5790 5279
272 6109 5598
272 6123 5612
272 6343 5832
272 6760 6249
272 7360 6849
272 7361 6850
272 7632 7121
272 8542 8031
272 8570 8059
272 8880 8369
272 9100 8589
272 9532 9021
272 9634 9123
272 9635 9124
272 9732 9221
272 10138 9627
272 10643 10132
272 10930 10419
272 11194 10683
272 11264 10753
272 11400 10889
272 11517 11006
272 11518 11007
272 11519 11008
272 11799 11288
272 12181 11670
272 12241 11730
272 12529 12018
272 12673 12162
272 12972 12461
272 13689 13178
272 13782 13271
272 13783 13272
273 1962 1451
273 2165 1654
273 2388 1877
273 2947 2436
273 3042 2531
273 3062 2551
273 3788 3277
273 3793 3282
273 3794 3283
273 3886 3375
273 4593 4082
273 6118 5607
273 6155 5644
273 6617 6106
273 6618 6107
273 6626 6115
273 6688 6177
273 7256 6745
273 7260 6749
273 7737 7226
273 7831 7320
273 7843 7332
273 7950 7439
273 8196 7685
273 8266 7755
273 8462 7951
273 8463 7952
273 8667 8156
273 9149 8638
273 9153 8642
273 9572 9061
273 9608 9097
273 9953 9442
273 10060 9549
273 10323 9812
273 10373 9862
273 10450 9939
273 10650 10139
273 10663 10152
273 10895 10384
273 11126 10615
273 11137 10626
273 11473 10962
273 11766 11255
273 11806 11295
273 12036 11525
273 12191 11680
273 12514 12003
273 12530 12019
273 12683 12172
273 12915 12404
273 13485 12974
274 1088 577
274 1142 631
274 1959 1448
274 2046 1535
274 2107 1596
274 2109 1598
274 2298 1787
274 2610 2099
274 2611 2100
274 2612 2101
274 2804 2293
274 2813 2302
274 2883 2372
274 2888 2377
274 3789 3278
274 3790 3279
274 3884 3373
274 4210 3699
274 4608 4097
274 5216 4705
274 5360 4849
274 5365 4854
274 5524 5013
274 5686 5175
274 6430 5919
274 6619 6108
274 6624 6113
274 7188 6677
274 7212 6701
274 7213 6702
274 7214 6703
274 7215 6704
274 7216 6705
274 7217 6706
274 7225 6714
274 7226 6715
274 7773 7262
274 8204 7693
274 9180 8669
274 10147 9636
274 10822 10311
274 10827 10316
274 11048 10537
274 11668 11157
274 11887 11376
274 11888 11377
274 12257 11746
274 12259 11748
274 12319 11808
274 12667 12156
274 13143 12632
274 13154 12643
275 962 451
275 1051 540
275 1081 570
275 1407 896
275 1462 951
275 1472 961
275 1509 998
275 1555 1044
275 1559 1048
275 1589 1078
275 1951 1440
275 2041 1530
275 2057 1546
275 2249 1738
275 2561 2050
275 2668 2157
275 2743 2232
275 2993 2482
275 3745 3234
275 4366 3855
275 5022 4511
275 5185 4674
275 5964 5453
275 6025 5514
275 6622 6111
275 6696 6185
275 7392 6881
275 7409 6898
275 7557 7046
275 7839 7328
275 8081 7570
275 8317 7806
275 8567 8056
275 8568 8057
275 8893 8382
275 9279 8768
275 9315 8804
275 9592 9081
275 9726 9215
275 9887 9376
275 10124 9613
275 10269 9758
275 10423 9912
275 11239 10728
275 11415 10904
275 11539 11028
275 11868 11357
275 12095 11584
275 12322 11811
275 12323 11812
275 12324 11813
275 13307 12796
276 1105 594
276 1329 818
276 1353 842
276 1497 986
276 1593 1082
276 1680 1169
276 1914 1403
276 1958 1447
276 1977 1466
276 2101 1590
276 2301 1790
276 2383 1872
276 2536 2025
276 3411 2900
276 3616 3105
276 3784 3273
276 4232 3721
276 4392 3881
276 4400 3889
276 4405 3894
276 4406 3895
276 4407 3896
276 5270 4759
276 5963 5452
276 6008 5497
276 6038 5527
276 6106 5595
276 6111 5600
276 6115 5604
276 6121 5610
276 6806 6295
276 7812 7301
276 7813 7302
276 8200 7689
276 8292 7781
276 8335 7824
276 8381 7870
276 8960 8449
276 9122 8611
276 9885 9374
276 10184 9673
276 10414 9903
276 10687 10176
276 11533 11022
276 11833 11322
276 12280 11769
276 12434 11923
276 12818 12307
276 12897 12386
276 12902 12391
276 12971 12460
276 13528 13017
277 1031 520
277 1091 580
277 1284 773
277 1285 774
277 1286 775
277 1287 776
277 1325 814
277 1481 970
277 1858 1347
277 1941 1430
277 2879 2368
277 2937 2426
277 3606 3095
277 3653 3142
277 3655 3144
277 3813 3302
277 3870 3359
277 3922 3411
277 4325 3814
277 4401 3890
277 5364 4853
277 5839 5328
277 6113 5602
277 6125 5614
277 6349 5838
277 6417 5906
277 6418 5907
277 6515 6004
277 6729 6218
277 6838 6327
277 6891 6380
277 7345 6834
277 7492 6981
277 7746 7235
277 9124 8613
277 9255 8744
277 9337 8826
277 9511 9000
277 9518 9007
277 9685 9174
277 9773 9262
277 10525 10014
277 11233 10722
277 11235 10724
277 11236 10725
277 11719 11208
277 12895 12384
277 13150 12639
277 13208 12697
277 13386 12875
277 13639 13128
277 13781 13270
278 1041 530
278 1658 1147
278 2479 1968
278 2567 2056
278 2607 2096
278 2669 2158
278 3404 2893
278 3543 3032
278 3700 3189
278 3916 3405
278 3939 3428
278 4259 3748
278 5082 4571
278 5179 4668
278 5657 5146
278 5658 5147
278 5664 5153
278 5665 5154
278 5667 5156
278 5668 5157
278 5669 5158
278 5671 5160
278 5717 5206
278 5819 5308
278 6520 6009
278 6527 6016
278 6673 6162
278 6954 6443
278 7108 6597
278 7221 6710
278 7223 6712
278 7224 6713
278 7279 6768
278 8047 7536
278 8594 8083
278 8977 8466
278 9687 9176
278 10311 9800
278 10547 10036
278 10609 10098
278 11618 11107
278 11923 11412
278 11940 11429
278 12327 11816
278 12417 11906
278 12898 12387
278 13029 12518
278 13083 12572
278 13152 12641
278 13577 13066
278 13737 13226
278 13780 13269
279 572 61
279 575 64
279 594 83
279 943 432
279 1417 906
279 1694 1183
279 1697 1186
279 1963 1452
279 2062 1551
279 2322 1811
279 2323 1812
279 2324 1813
279 2452 1941
279 2948 2437
279 2991 2480
279 3192 2681
279 3791 3280
279 4307 3796
279 4539 4028
279 5153 4642
279 5175 4664
279 5241 4730
279 5476 4965
279 6127 5616
279 6256 5745
279 6792 6281
279 7227 6716
279 7351 6840
279 7352 6841
279 7494 6983
279 7775 7264
279 7786 7275
279 7902 7391
279 8513 8002
279 9154 8643
279 9524 9013
279 9537 9026
279 9602 9091
279 9794 9283
279 9847 9336
279 10109 9598
279 10329 9818
279 10382 9871
279 10545 10034
279 10631 10120
279 10659 10148
279 11267 10756
279 11625 11114
279 11782 11271
279 12372 11861
279 13364 12853
279 13762 13251
280 967 456
280 1202 691
280 1827 1316
280 2006 1495
280 2063 1552
280 3207 2696
280 3593 3082
280 3798 3287
280 4272 3761
280 4355 3844
280 4357 3846
280 4358 3847
280 4540 4029
